payment_id,order_id,payment_method,payment_status,amount
71727509-5a07-4519-9c00-3ca01bf79588,0ba05703-0bc4-4873-a5f6-1b3c74d98533,Cash on Delivery,Success,15003.58
bc0f9b04-4741-40ba-88ba-6bcd62e5b695,5b03bc6c-8d2f-4e82-9a51-bba3b4e8a2be,Debit Card,Success,7324.3
e83fbd1c-3511-4a9f-b88d-c485b8a07c9c,ORDER_ID_GHOST_d9dcee03,UPI,Success,11490.3
9f0bcc4d-d60f-418f-b633-92736954cf53,f770bef7-3ad3-4bef-a6bc-425c7ccad895,Debit Card,Success,1122.54
6870722d-cab1-4206-9a0d-eee5c034358a,8c21946b-da90-4315-8780-9fa3eeca15ab,UPI,Success,678.37
c3ef7dc5-70d3-4f5f-a89f-dd83f279ace5,3149785c-af7d-4f71-a5c3-51183fa3bf7d,Credit Card,Success,4745.98
5a29be90-17ff-4e25-8c4c-130a5cbbeae9,3462833a-1afc-4bcb-a4ad-9bab24c81a39,Credit Card,Success,3533.86
e604d89d-dded-4dfc-895e-e6b501b23172,ab754a2f-ce10-4a9e-8a57-e90f81d37382,,Success,2172.38
e2e7b638-26ef-42d0-83fb-92b1d597a39c,2d9f50e1-bd7c-42de-aee2-f636294cd2ab,Net Banking,Success,1781.3
0c807207-57d2-48bd-873e-462787ddcf7f,8ccf92bf-52f8-4aaf-b50b-9949191e71ab,Net Banking,Success,104522.4
096f4949-73fa-41ae-9389-1875197ec6fd,9a90befa-3ff1-4234-a644-76009f59a157,Credit Card,Success,2482.43
888cec8e-a05b-46fe-9fbf-1e51a56db860,140be07b-49cc-41ce-9bb1-d09d15bb09b0,UPI,Success,804038.72
dac0b6e5-fc81-47b0-affe-75f64e2cff7d,89ebe9cc-1922-41fc-976c-6fa433c7c144,Credit Card,Success,1051.3
6c021b4c-ac17-4dee-8726-bf4437103375,969d2b37-18ac-4bef-abee-da4110dca588,Cash on Delivery,Refunded,482.96
d2309852-47d0-44af-aac4-4abb00377f91,024c6de1-6902-4572-ac2c-f06a934f4c85,Net Banking,Success,7113.89
a46b4f99-b2a8-404a-9789-f31c0e2f0ac0,9a9ec461-5b07-4c15-a0f8-85110e723514,Cash on Delivery,Success,58161.02
773750a1-165a-461d-aa56-ae1470056c5e,4abde744-3103-4c64-a834-6872b99940f9,UPI,Failed,29261.07
1cdf4b71-1fc0-47de-b0bb-d0984b7ed2e0,97c00ee9-3bac-4e04-b53f-5b17543cb684,Cash on Delivery,Refunded,2503.53
9a3e4a72-6e93-44d7-86d7-88e4e8b8e7c4,12e9d8c3-d9dc-4f03-a18d-5c41ec2debb1,Net Banking,Success,23898.73
7cd6494e-68ed-4bf3-a455-94d7c0d1c5b9,73884bf5-c31e-4bf6-a96a-82d9a6acdaca,U.P.I,Failed,5771.54
f8ede01e-de13-4c8b-b81d-faa33f259d07,b205ee84-7140-448c-887f-cf1d7f94a96f,Net Banking,Success,631.76
9b0165fe-629c-43f1-b9c1-dfb3e2c48034,55ec63b4-56e1-42af-ade1-50d1252653f3,UPI,Failed,3312.19
35907085-f65f-4032-bf20-40b397d9371e,0eaf511a-22ab-47fe-afbe-d3a0649562d0,Debit Card,Success,168800.92
358c1ec1-1fcb-4d2d-9ad7-26e5ad9b6899,9b66abf7-2272-49d9-819e-caa6b16f1bd6,,Success,994.36
376fb9cd-ab4f-486f-8428-a7017078150f,a34541d5-0f61-415c-be04-323febeb2310,Cash on Delivery,Failed,36840.12
cad1b233-2916-459d-89ba-d07270aa7b33,9fd6d9da-8d2b-4a3d-9fba-384dcaacb79d,Debit Card,Success,24433.84
f2d7854b-eae3-4b2c-8a00-ce8af5a538bc,b7901699-dad3-48b2-8d65-cf750f79a0a8,cod,Success,2825.71
c2f4dd6c-e685-424e-b208-43dcb3e55eee,4330f4eb-be86-4bbc-b12e-d4787a495c7e,UPI,Refunded,313.61
016d5390-8fff-48b6-98de-482760970b80,f31cc455-ba13-40df-8474-b0b9e67a0399,Credit Card,Success,1612.28
2a35eb58-363b-4254-a32e-114313881e52,ca14254a-2944-4d4b-985c-34b56e88d592,Net Banking,Refunded,43682.45
79eccc42-00ae-407e-908e-7b586823ddb9,158eead0-e47b-4743-b912-b47a15468c82,UPI,Refunded,9344.56
12400479-5db8-45b9-9fc7-4d64dc422e2d,9ca92322-c0db-460a-90cf-74f53a72acec,UPI,Refunded,7916.07
42fe8362-e73a-4d46-9921-fba0ef6f0e36,905337ba-7ea8-49ec-ae6b-9de1427339c5,Debit Card,Success,1477.53
93f78975-8382-4ebc-aebf-c14ef003fa06,3b390a11-f21f-4371-99d2-6901181f798b,Net Banking,Refunded,2856.82
0de51c0d-84c8-4e39-b729-64eb11a981d4,e29ed942-63f9-4ace-b002-bcfeb58f4777,Credit Card,Success,50217.1
1d772fb3-8a03-4acb-a369-714a1fc53a5c,010b427a-8345-4729-9207-534d85ae017d,Cash on Delivery,Success,5924.55
facd60b1-1192-482c-ab55-9605641d8331,006b294d-2c8e-403c-b037-acd9e08c024a,UPI,Success,321.21
6fdb10c6-503c-4394-9526-3261f1175213,392e0cba-8f3c-45ad-bb3b-9ae896c445e0,UPI,Success,308856.51
4239640d-a5d2-444c-8e33-0f90ab1ba1be,81fde23b-d39d-4c64-868a-aa21cef874a4,UPI,Success,251774.07
2fd61a30-6a7a-4e69-99e6-f1cafb592b0f,3c9b849c-33d1-4561-a6c7-f06ef6738d84,UPI,Success,24355.28
f47e9a26-c498-4e94-9b34-4c30c9b0cfd6,6cfba1d8-5a79-4edb-8d17-8045d7c69ff2,,Success,12208.9
7330cd38-abdf-4cb8-a599-6cc6bbe284d5,6460492a-157b-4d16-bef6-c731a71c1185,UPI,,12774.9
248e48b2-62c0-414a-9f27-62158b7fe7e2,ee9f3506-2994-43ad-8eed-6c02221b1f03,UPI,Success,11566.3
9aca29f9-41b5-4cd6-aa8d-99cac2a4eda5,147d40b6-96e4-4e6e-a7f2-e707e4caa11d,Debit Card,Success,573.8
1ec3abe1-eaed-4ca6-824a-5bef458b9865,d5e60561-3425-4e7e-8a43-7f57007b5184,,Success,4442.67
9a2f86f5-19d9-4ac0-8d3e-c80d2df0eabc,96e0097d-861c-497c-ba01-0d840a14de2b,Cash on Delivery,Success,24952.96
72ca65bf-81f9-4ec7-81c9-168e43887c29,d8a74604-ac1a-417d-ba1f-a01a867c1073,Net Banking,Success,20021.4
7e60277a-4941-4b7f-8e1c-3748197342fd,77c60c08-ffb2-49de-9fe7-17d42364c48d,UPI,Success,7616.63
c663b6d0-21ac-4101-8375-22780aabad76,6973b61e-ed4f-4522-998b-20a39600fc53,Credit-Card,Failed,5646.4
d7f3df8b-b1c1-40e2-80d9-5c57d25d17ae,1170fcd7-35dd-4ad6-ba3e-2fc939e5b40c,Cash on Delivery,Success,516.24
965ff38c-4a25-4252-be2f-9b118456982c,87bd8702-fdd9-45bb-a43b-00776c629aba,Net Banking,Success,23280.08
675a4a1a-6b55-40ad-bdef-8e7c454344d9,fffbced0-67e2-44a2-a98a-ee84002336e2,,Success,1873.68
d9faeaa3-3df4-43ad-87dd-2ae0c964bb99,4fbce716-1be1-4fac-ab03-3abd5aeb0cf5,UPI,Success,851.93
7b19b298-46b2-41e6-a92e-5c2a60643e1f,268cc1cb-8697-442f-a8bf-7293676ff60f,Cash on Delivery,Success,44365.81
51aa33d7-bfd6-43b5-8c74-93a13a9498c1,089798f5-ecd8-4954-aded-b34a46b77705,UPI,Success,5779.04
920004b9-e411-426c-9d9c-f2924f79b590,d5792094-c516-4878-b908-49f574991c12,,Success,1189.89
3922d60b-103b-4f6a-a89c-81123c81e056,3290b164-41be-4877-a035-e95be1c5a7e7,Credit Card,Success,4800.58
346f5f83-de14-4789-83d5-9838aa321504,c987f5e2-26af-4419-a0a4-9c0c37fc8a54,UPI,Success,464.46
428dab0d-ca0d-474c-9ef9-4530ab9bd64d,61b73abf-362b-459b-9e78-89a92039733e,,Success,3794.77
5feb33a6-2b6d-4c95-b675-bd305c718a40,530bac2c-2223-47ee-818d-572f6b6b3f1b,Cash on Delivery,Success,26168.1
db0ccf2a-454d-4a74-bf90-b223c8fc20d2,471b6d67-1e3d-4de8-85e2-ae62af94bb7b,Debit Card,Success,282943.12
e3172e2c-85f3-4e32-9eb3-bb514f1b06cb,7df2288f-7701-470b-8196-ae135dd03185,UPI Payment,Success,11794.46
3fafcc55-9014-436a-8061-e2e28a848cbe,5b33b637-50ff-4a43-aa65-71ca72946bb3,UPI,Refunded,38563.65
03f35932-a3f3-43a9-ab4f-9f546f271b19,59d3518d-6a1b-450f-b528-0c8b2929ea71,Debit Card,Success,184361.86
6516ff18-05a5-48e7-9bf8-3f52dfba1cab,b3c8a379-50fc-48f9-a764-ac377ff41a03,,Success,730.6
3f8429c4-1127-4a73-9989-24453e288698,5ef0102b-1455-44ee-b24f-964c0dae3d66,Cash on Delivery,Success,5367.05
1bc7a8bb-1692-4147-8406-e1041f62e0fd,665537ba-6503-40d5-8907-29f76fbaa6af,Credit Card,Pending,15579.81
47bac87d-2341-467d-8c6e-ca7a73508ab6,bf1d544b-50cd-488f-9e0c-a0bc79c98a7a,UPI,Success,63154.69
0f4a8e58-8f95-4dfd-acdf-47a34bcb95a2,389e6dba-8bd3-45a1-a121-ee8d3ca02eff,Net Banking,Success,561.15
46094406-b549-4fad-a480-2d21a82eb3fe,9b1266d9-1ba9-452c-bac3-cba95d2c4a34,UPI,Success,1045.28
0b25ef79-6d68-4407-8c78-cf0ee4086a7b,83c839eb-b1da-4944-b94a-fe16bd641dc5,Debit Card,Success,-21081.73
62b3c69c-c453-4e8d-bd0c-15571ace5f08,8705b830-c142-496f-b994-fd2d7e966227,,Success,598852.12
2f16cf96-5f85-42f4-af05-145d0081b06c,be40fd3c-6b4e-4dc1-9a0d-8b7203033ae8,Debit Card,Success,28068.99
2cba9683-aa19-4e70-a56d-5330e35b2da8,1b0e34cf-83bb-4991-9124-7bbd910253c2,UPI,Success,506932.4
535e38d0-3234-41d0-9d49-51122608ed2e,b42e6ba2-a769-499e-93e5-8db8c74cdd7e,Cash on Delivery,Success,49941.93
3d3c17c8-797b-46a9-9d24-7f009d3b6f36,f923509d-6b70-434c-9b64-8123ca4e7afc,Net Banking,Success,5387.44
19a11aaf-61b4-45f2-94d3-398a3018f878,4a98dccc-042e-43ad-9a51-3b3b4ba2fa28,Debit Card,Success,9070.82
5892e043-81bd-4069-9b1e-a8be0eeeeef0,18925e6e-df5e-4287-8fac-89c2dbdc6d14,UPI,,139445.97
e332deed-c3b9-4c4a-a1af-58e8da417f2b,acfaf6e4-2508-4da4-a3fd-952e916f87bb,Cash on Delivery,Success,32224.54
8d7d4007-f9cf-4671-aa8d-91e375027632,417c8be5-7899-41c0-9072-6e6ab385fa16,Cash on Delivery,Success,12756.48
c27122df-dd63-488d-83d8-f45849809ee1,5db46a12-9fc0-412b-b68c-e52e2b163789,UPI,Success,11839.69
c0968414-dbdb-46aa-9c72-c787462553ba,9123b154-254d-479f-ba01-2bfa1e79b7fd,UPI,Success,5104.96
6207dce5-85bf-465e-ae3e-a57d8129b8e1,0143f53d-8baf-4dfb-abfa-d08fb0c46dc4,Debit Card,Success,47737.77
4feb98bb-3713-4216-a619-d86368fe1a5b,8d869edd-e579-4f4c-b8d1-fd60a4e7c47b,UPI,Success,756.28
3d0ce3a3-f4a8-464b-813f-daa2020089b2,86602f70-ae15-4a14-9c9c-4104eefd1435,,Success,623.12
98b040b1-c97a-4636-a1c0-63f7334c28c4,7ce27ecc-7765-4d95-ba65-79ee6cdc83ce,Credit Card,Success,4428.82
09df37c0-a167-4228-9f7a-4e00507a3bba,7bac02ea-409d-4449-aef5-023ce5e54b1b,Cash on Delivery,Success,1203.74
360e853f-03db-4ec1-a2b8-dc41c05da963,a4658163-853c-46b0-83a6-f1872db6be09,,Success,1967.08
5a994ca6-8f33-4709-a6d6-88348d474a90,74cbcb66-4d80-478f-8943-bae5189b9b61,Credit Card,Success,1418.62
8cef561a-0f7d-455a-b1da-6a133fcea1bd,3c2a83ff-64e9-4d06-8f10-0e9981579365,Debit Card,Success,1542.17
9e7981e5-480c-4454-bc9a-99ee4546d242,16b806d5-b8ac-4be9-a90f-fc62cc1b522a,UPI,Success,5283.13
243b95d3-57bd-4ffc-ab73-2e171637a299,f57d41b0-0492-4638-acd5-d70e50b2f50c,UPI,Success,23499.98
f294be6d-cc8c-4087-8af0-feb1a2661387,48bf5144-0ed8-41f3-8f72-53952e232171,Debit Card,Success,2594.79
877ff99c-43d2-45c9-a812-4486afd46437,d74780c3-037b-4c16-819d-85d91cb86980,Debit Card,Success,1090.55
022574f6-c37c-4847-a073-227517de18a1,89ea624f-f67b-4f5d-9f93-7605161af66e,UPI,Success,4442.68
3f469ea5-0c11-4822-b45d-b2e8c8e774a9,7c0415b3-e451-4c58-93fb-1909d7e9e802,UPI,Success,1449.75
cb07f0b0-8242-44e7-9e64-5f1749c25a92,757c546b-efac-403d-9f47-aaaaa0b2d672,Cash on Delivery,Success,344.11
21d90e73-2967-4088-a51b-0269ac1a0c7f,6b5c8f8a-10b6-4ad1-b2b5-a084c37d9d72,UPI ,Success,1448.02
a4cb8519-3f78-4e47-a509-60fea775c1d1,6f4d79ae-695f-41a5-9e1c-03ad5997acab,UPI,Success,1679.19
00765834-a11b-4d5f-baba-ecdede52e090,a6b561d8-5382-429d-902c-4727c649f4fd,Cash on Delivery,Success,196895.22
ad8211c3-8d2c-4573-9b74-a5cfc1f3f51a,7158ec06-cf41-417f-a8e9-015240d09485,Net Banking,Success,4174.75
e1a1f1c0-9ecb-4908-aa69-e1927ccc5092,c9e9efed-0e87-4e09-be62-89d1fcff4b99,Net Banking,Refunded,2078.34
e5d857d0-8efd-421d-8090-19e3b65b3d63,32439099-37de-48f5-bc29-b6a09c8c5297,Credit Card,Success,423.45
53635b06-c157-4e22-8c1b-cdc301926b42,f4eb496a-929a-4eab-91ac-476e9bc3e33a,Cash on Delivery,Success,160604.3
8958e563-906b-4b72-b134-7b230afd5887,ORDER_ID_GHOST_539ae9dd,Debit Card,Refunded,5922.86
455e1505-80ce-45ce-a351-c22afe0f683c,449c8611-6f4b-40bb-bfe0-e5066ea7896e,Cash on Delivery,Success,6509.76
28dcd338-f6c8-44d5-9b34-be2bfc025c8a,0bf5f8d8-cda5-440f-b34c-8bcecca23e3b,,Success,4981.81
63a02c8f-e7f5-44b7-a7eb-179f0c8bc994,ec38cf13-1554-4e5d-9a67-af6566753664,Cash on Delivery,Success,7890.34
0483e98e-1580-4dff-b008-c5fd5f0ea1c6,0d5f9262-9ecd-47e1-9668-6c2272340234,UPI,Success,2241.02
046853fb-c096-42a8-b0ed-dde611ac2583,7c26348d-350e-484a-b837-150e2523868a,Debit Card,Success,3359.09
6db410a0-6746-495d-ae45-8b80a721ff9d,c82513a4-5adf-43c9-8d29-709671b539fd,net banking,Success,6581.7
74d52b27-7f6c-4fb9-9492-d36599b1234f,cc86ac0d-f745-4463-91cc-111c616670f1,Credit-Card,Refunded,243.83
e35a1497-7b45-4b76-9d6d-840e1cfebd90,f409facd-bf9c-4bdb-80fa-478620011263,Cash on Delivery,Success,37682.75
50cc8cf6-2260-4811-a741-7bc7bb7baea7,253c9bf4-3cee-4c8a-bb64-e996aea8ff0c,UPI,Success,12973.24
41e81046-2a4f-499f-b275-1764385778c6,48dad24b-d38b-4295-a957-7704656c3839,Credit Card,Success,7974.19
358f0b91-be28-47fe-b74b-c675e126df21,0df483c2-f977-43e0-b1fa-38ced69169e6,Cash on Delivery,Refunded,7295.82
77bec358-038e-4f9c-96ee-cc16afad7e8a,8c235d4c-fb2a-4a86-8efc-87afaa07a2c5,UPI,Success,2824.06
4eed9eef-3bb0-45f7-a942-2780268fabf0,2fb24b05-301b-4252-b134-6d2dc8dd276e,Credit Card,Success,2139.76
6a0a70c3-2512-4807-b843-a669a77119ec,3cb2f15c-01ea-4af2-83d1-121210710918,Cash on Delivery,Success,15259.96
14b0136e-239b-4ff0-822d-038657bdb835,008f7639-dfb3-45ea-af39-87f0e9746bbf,UPI,Success,1667.42
6cc0173d-2bf8-42f0-baca-272ab3d50c82,8775131a-a341-4795-9c1b-2ddb8c8cf6de,Net Banking,Success,9048.06
c1b71722-c4a6-49f5-8ada-93ddfff816d3,33153b9e-2244-4351-a4d4-d879ac40f0c4,,Pending,49786.42
38338c21-f947-4528-88bb-630458d1bc2a,fe583132-7af8-4950-aaea-5f9586331184,UPI,Success,129277.89
7e1e136a-347d-4f50-9e37-ecaf5b5571c8,559430d3-7662-4402-b7cb-722bbdbd540a,Net Banking,Success,68748.61
7151dcd6-c4b3-4600-94dc-384728c68dc1,884ad1f3-4e36-4ccd-bd5f-b94fd16cfc55,UPI ,Success,28100.44
39d858e7-ce2b-43cd-b44c-dca95885125f,eeb26496-7b59-42d1-a769-5b67c7f54bf2,Credit Card,Success,7848.25
fad996e4-80a9-427b-8dfc-660eac616129,fbdfc462-ce2a-46c7-af68-d830b64670b7,,Success,867.51
f7638220-d433-429c-8659-c80d50f7f166,74178255-2e6d-47dd-9452-cc351b00fd43,UPI,Success,309978.43
9776f467-a403-4c08-b6da-5dc94a232937,ad29996b-4c33-486a-aa56-e919b9ebe5d2,UPI,Success,19992089.26
0dfcce6b-0395-4b13-b5d1-eeec29c009c6,d886de11-8cc4-480c-a9c6-c02e7fe80493,Cash on Delivery,Success,110902.31
c0decbb4-a887-481b-92d7-f17f169ffb46,ad5fc718-059b-4410-9a27-6721b933d854,UPI,Success,8609.17
28611266-9904-4f70-8373-4c275daea890,7de27191-9e4b-426c-9a23-9b3b2add72ab,Net Banking,Success,514.2
d21dd372-82d9-4c52-ad05-ce1dbdde5cd5,3e1e9227-545a-4bb5-aed5-804b27dd6262,DEBIT CARD,Success,8192.16
24866041-85e3-4479-a550-8fe0a395f940,efa4213c-ae6d-4909-8395-dfcb9ee5916c,Debit Card,Success,230472.04
e6132b1d-7522-484f-9dd2-561c00341679,a3e90de1-b9f0-4ba3-bfde-b3c1ae87c61b,Debit Card,Success,572.26
4a3741d6-6cbc-48dd-86a3-81dbc7325fc6,271e3bd1-bfcd-4c42-94a6-9ed20151c782,Credit Card,Success,1189.5
b7caefed-67f4-4d13-9a47-561cc5fd5644,8dec4a15-dbe6-4bb6-8b06-7dc9738c85c4,UPI,Success,3960.5
8ce29568-4550-49d9-9799-8c761a333fc7,9ee5fa0f-7568-43d9-8f68-19e4112bbfb6,UPI,Success,3238.25
e45801ff-6d43-4df3-8a07-a98de4d546b2,14091a42-2064-45ca-b046-03bbbe8cec9b,UPI,Success,32542.81
02ef5b82-fc23-4fa4-ac0e-11e5f54915bf,1f2381fd-783c-477b-8157-a97a797f6d47,,Refunded,7521.59
507df45c-36e8-429f-ab17-88df281c2604,edc38817-06a3-43e5-8be5-5ae6ed314ff8,Credit Card,Refunded,7158.21
a9114b09-5cb2-4762-a114-876a8e565460,4c0ba7fe-d7f5-4fa1-bfdb-1a7cdace973d,UPI,Success,78618.53
d7040b86-ba1e-4111-8d73-8af576c955cd,6465676d-ad65-43a4-8cc9-96f603b43847,Debit Card,Refunded,647.63
b32c5f3b-3937-4533-8bc5-d9c59a55ca2b,cb7abead-63b7-41bf-9086-c993ad8722ce,UPI,Success,7947.57
eb7c531d-54e4-417c-9a10-2b2837481294,ce2ba44e-0499-4e88-a3d0-4dc2812a02e7,Credit Card,Success,8038.96
cf9b86ac-7f0f-43c4-9de0-ddff15cfc6f0,69a2590b-d47a-4a01-ab35-ae3f4437e796,Cash on Delivery,Success,6314.5
3510e1c6-98c3-4ab5-a82f-81e1596a52f7,228683f7-18a6-43db-b838-ce7cc7f991b5,Cash on Delivery,Success,29373.07
5e079715-18cf-4415-b738-e5bb95146f3c,4a96f203-6077-4b66-ac99-ea972b0cf497,Credit Card,Refunded,780.52
4f548d65-ed99-4f3c-b980-f2ac8048d7bc,cb7370bd-d40a-4ad3-98b2-d62b866fc4d9,Net Banking,ERROR,9480.34
085f7cae-c115-4f77-a885-ef6dc3933558,956c1896-0f7c-4e2a-aa6c-363b1c154746,Credit Card,Success,3998.57
a7d5135e-c6a0-44f7-9502-e5ae139cd489,4151a59d-6c4a-49f4-8acd-2a3afd77a3dd,UPI,Success,4319.06
94286200-eb37-4c5c-946f-a622d0d67924,ab69a713-4fe2-4e55-8112-9b14a02f7578,Debit Card,Success,4814.61
35229a85-1c0c-4071-bd5e-7fbd168c9544,5bf523a2-dc37-4f22-94cc-8cf923be2af3,UPI,Success,7652.91
7ad8f11d-47f2-4962-94ed-91fdaaa57ef7,af910b12-063f-4935-9456-1407089b1018,UPI,Success,171516.0
d35da79e-bec1-45bc-9758-0db0b43beeae,e276864c-b37e-473b-ac31-bceecafbf195,UPI,Success,144914.46
037384cb-2c57-4fb9-9295-98bbdde36db4,80354145-0b10-4560-b297-f8a51aec5f15,,Refunded,47609.35
bf61922e-811b-4671-bf7f-f5743536d42f,1be7c441-9767-4a0a-aedb-1f1c34c9ddee,UPI,Success,20621.15
f50a548f-888c-4d6a-9cf0-cf0824a835bb,9171eded-2189-44a5-b2a1-f44922522ac6,UPI,Success,2202.53
52666a02-ff7f-4b2b-bca1-fc6b175c7eef,e2e136fe-5b18-49a7-8d8e-51cf70234e4d,UPI,Success,4960.85
d569ea4d-f140-49ae-9bac-c0b97eb5672b,01951b30-8a21-41f5-881e-51ffe3bca2c0,Credit Card,Success,1841.79
966297c6-6049-4890-903f-4fa93cb541ad,1e2c6bd7-14b3-410f-8ac2-ca14ed676295,,Success,5218.4
30c90033-e9c3-4cdd-90c3-2cd8009b335d,deac8afc-7750-4c6d-98b7-cce759399181,Net Banking,Success,525.79
633af3f7-ff90-4f14-8dfa-469f2a12f2b4,302cb92e-f884-456d-90d1-a3c652bc85bc,Debit Card,Success,7127.56
4dbd8316-6ebd-4a86-aa64-fa0bfadb53f6,213e9b02-f122-43f4-9bfc-12273432ab16,UPI,Success,21258.9
b728bf98-2a97-4511-8837-8f8b6aa7de13,450387f9-50ee-43d8-a429-1840b1dce7a4,,Success,2351.25
1aae2dd8-bf6a-4f39-994b-7a0fd52a998b,36011042-40ee-4dcd-b237-ca9f5d29bbee,Net Banking,Success,320147.7
4799e3b8-9608-4f2c-a59c-d28bd1431852,8299959d-13a3-4337-96bf-0d988af98fe4,UPI,Success,36432.52
5cb10b2a-f62b-402e-ba92-24d9f13d526a,14ea84d3-641f-4760-a914-21960fbf2eef,Credit Card,Success,193633.63
5b95b122-ab4d-4e8e-b6c3-29fb602377e7,ed8b95fe-0c06-4ea6-9a5a-0c8a3e18a1ed,,Success,18878.24
f0e48790-52f0-4b5d-aa0c-88e6d66791b8,4d327027-6dfc-4f59-9f8d-d6459c988133,Credit Card,Refunded,10014.94
eaf2bb2f-0b28-49d0-97ec-2d073706ef38,e668a593-f2a6-4347-9bf0-1dd22256c40f,UPI,Success,6056.42
e91efbc3-0a64-49bb-88e3-9c20501a409a,fe5db5ed-0fb5-4d97-a91b-34ec37f66bd3,UPI,Success,1272.53
5a5ec728-46a2-41d5-8bb9-0192ee818781,67f7f4a8-820a-4560-a21b-224acf1b48b6,UPI,Success,778006.76
6c35bfad-aabc-40c1-8da9-463211c58f7a,1463ec80-163c-4a59-a8cd-42fe8c9b9a53,Credit Card,Success,12609.41
4576db35-54bb-474c-9e0a-363dc5f04f52,71df0982-96a7-47f6-9f71-322cd6db6560,cash on delivery,Refunded,27465.21
9262fc82-42bc-49aa-a31b-ef82c7c5d9f2,5fd56fb2-a5f0-480d-848a-1ac94ddca3bb,Credit Card,Success,2520.74
5d3a94ef-57fa-4ea5-b569-214cf17f7ece,1aef3bde-c8e3-4894-8c3f-29389124da80,UPI,Success,2474.98
4a7ebb8f-ecbc-4fd8-afd5-15aa454967aa,73c04cd8-2c16-4e02-8f6e-ea08572e612f,Debit Card,Success,3657.92
5f5e04da-f2c0-4201-979c-2c5fc9c18fcb,abe2d548-4cfc-4d78-bd3f-3fe3a55f75a0,Debit Card,Success,1354.77
a301c74e-4368-46b1-961b-4ae8c988bac5,1f3b24be-cc6b-4766-8cfe-be5e9f09b5ef,Credit Card,Refunded,3362.54
d5268ec4-8cf0-4135-89da-5cb9072641dd,64df9748-e2a7-4ced-8f31-83bc61f36d6c,Net Banking,Success,5251.04
a9227def-7937-4bad-8ad1-504b9fb0693c,3f730401-cd2d-4af5-a302-518903cc5e57,,Success,5187.64
ab16f6ff-80ed-4f0d-8bae-8575d7ba3056,26a05d5b-48cb-4dc9-a1e3-59a7bea24d43,UPI,Success,72116.68
6a333aae-d4e9-4704-8870-4aa53933ecee,4dea1bb3-0287-46e3-9451-98eddba1d1fc,Debit Card,Success,9339.89
5499ab36-d113-45b5-901d-983f0d648a75,07b77f84-2a05-4b3f-b25c-1817706e61ad,Cash on Delivery,Success,2012.14
649bf699-d232-411e-805a-d56b79aa8109,3588b299-b7ff-4baa-98bf-c7e375d61baa,UPI,Failed,773.1
f6260ec3-fa45-4e55-ad85-c8f33da4574b,6c43cf9b-fc3f-413f-9994-36086c22b5bc,Cash on Delivery,Success,57638.6
b72a117a-8477-438b-8e1e-bda8d830a60c,95b918f3-9bdc-46e0-a857-fb466fdbe597,UPI,Success,10868.32
37ef2b7a-e06b-4968-aed0-cd50a5026f5a,05fde9df-38de-4e94-bdad-86cf6d0d29d6,Cash on Delivery,Success,9157.2
abfae7d3-cdbe-4789-be58-21885a01af23,eaaafa75-d686-4a3d-a1b8-02b146c31446,UPI,Success,1179.08
f5f8607a-5306-46c3-bd27-298461fd8933,fd7c3a27-8adf-47bc-9949-ed122a346fa4,UPI,Success,91122.62
3ff64846-e26c-485f-911c-e723d6c48334,2f689ce8-bf2c-4753-967d-c96897953831,Credit Card,Success,308.62
6666114d-6c1b-4a88-b7a3-646fe32df8eb,b89e63fa-4a94-4aa8-aebd-1ad9ebe9ce2e,Net Banking,Success,24440.0
0477698e-7339-4ff7-802b-bbaf092df782,6c1dd1fc-ea05-4f0f-90f3-de5b6d059c0f,net banking,Success,7063.79
f944bb38-7258-4e4d-8687-2d3cbb3f8fb6,4a8903c4-6a12-4435-823b-87ed843394dc,Net Banking,Success,23724.97
336901b1-f37d-486f-91b7-655a2a646522,d86ce2ec-26d0-4d9b-b888-16c6bb9b6646,UPI,Success,8150.24
74883786-3546-4d12-8471-598b95495f95,9af6f3f2-a458-4eb6-9400-b1e78953c8ac,Debit Card,Failed,3018.87
62b66891-c151-4e17-8a12-19fb141f7919,f7bfd1d1-e2a6-43ca-b2ce-5fe4f5aee166,Credit Card,Success,27876.79
648eaaba-413b-4de0-9064-dd54f230a4db,94ac328b-ecfe-4973-aef9-49dca4aa1878,Cash on Delivery,Success,84263.51
ae375d8b-b599-4eec-83e4-b929eb6ecf50,0ddd79b3-1a62-4e51-9724-7b1e86bd2d72,UPI,Success,3677.72
ce0062d6-4675-44f6-8c26-552295c6aa75,0c464690-152f-42d7-9b0a-ad4b937034cc,UPI,Success,10643.23
73aa0dae-fe06-4f99-9486-d73457de63ec,3525dd0c-03e5-4fd6-ae56-a08f0cbf51eb,Debit Card,Success,233020.78
d205bc1a-562b-4314-9107-5b4b46ffdef2,d65c181c-7722-41d6-bdcb-6eb1d3437b78,CREDIT CARD,Success,3230.15
7819e6ca-119c-4b27-a372-5061622d56c3,b4fe5dae-fd46-421f-aa44-95f8303e4e1e,,Success,880.7
e4bece1d-0609-440c-9336-fd240febf54c,b10d6e7a-f976-48d2-a239-2485aeaeddba,Net Banking,Success,90985.84
f2b89e1f-5f0c-4c06-b0db-c8a7e48f9862,790759ac-6368-4b70-9c74-f29b63283e0d,Debit Card,Success,548.18
11895ea3-dae6-4bfb-968b-4e41081c6b2f,0b1b0719-d7a7-4df0-8119-215c41b8a037,Credit Card,Success,1407.37
